Round,Date,Team 1,Team 2,FT
1,1897,Wolverhampton Wanderers,Bolton Wanderers,2-0
1,1897,Aston Villa,Bury,03-Jan
1,1897,Blackburn Rovers,Bury,01-Jan
1,1897,Bolton Wanderers,Bury,0-0
1,1897,Derby County,Bury,02-Feb
1,1897,Everton,Bury,04-Feb
1,1897,Liverpool,Bury,02-Feb
1,1897,Nottingham Forest,Bury,03-Jan
1,1897,Notts County,Bury,02-Jan
1,1897,Preston North End,Bury,02-Jan
1,1897,Sheffield United,Bury,01-Jan
1,1897,Sheffield Wednesday,Bury,3-0
1,1897,Stoke City,Bury,03-Jan
1,1897,Sunderland,Bury,02-Jan
1,1897,West Bromwich Albion,Bury,1-0
1,1897,Wolverhampton Wanderers,Bury,3-0
1,1897,Aston Villa,Derby County,04-Jan
1,1897,Blackburn Rovers,Derby County,01-Jan
1,1897,Bolton Wanderers,Derby County,03-Mar
1,1897,Bury,Derby County,4-0
1,1897,Everton,Derby County,3-0
1,1897,Liverpool,Derby County,04-Feb
1,1897,Nottingham Forest,Derby County,03-Apr
1,1897,Notts County,Derby County,01-Jan
1,1897,Preston North End,Derby County,5-0
1,1897,Sheffield United,Derby County,02-Jan
1,1897,Sheffield Wednesday,Derby County,03-Jan
1,1897,Stoke City,Derby County,02-Jan
1,1897,Sunderland,Derby County,02-Jan
1,1897,West Bromwich Albion,Derby County,03-Jan
1,1897,Wolverhampton Wanderers,Derby County,2-0
1,1897,Aston Villa,Everton,3-0
1,1897,Blackburn Rovers,Everton,01-Jan
1,1897,Bolton Wanderers,Everton,1-0
1,1897,Bury,Everton,0-1
1,1897,Derby County,Everton,05-Jan
1,1897,Liverpool,Everton,03-Jan
1,1897,Nottingham Forest,Everton,02-Feb
1,1897,Notts County,Everton,03-Feb
1,1897,Preston North End,Everton,01-Jan
1,1897,Sheffield United,Everton,0-0
1,1897,Sheffield Wednesday,Everton,02-Jan
1,1897,Stoke City,Everton,2-0
1,1897,Sunderland,Everton,0-0
1,1897,West Bromwich Albion,Everton,02-Feb
1,1897,Wolverhampton Wanderers,Everton,02-Mar
1,1897,Aston Villa,Liverpool,03-Jan
1,1897,Blackburn Rovers,Liverpool,02-Jan
1,1897,Bolton Wanderers,Liverpool,0-2
1,1897,Bury,Liverpool,0-2
1,1897,Derby County,Liverpool,03-Jan
1,1897,Everton,Liverpool,3-0
1,1897,Nottingham Forest,Liverpool,02-Mar
1,1897,Notts County,Liverpool,03-Feb
1,1897,Preston North End,Liverpool,01-Jan
1,1897,Sheffield United,Liverpool,01-Feb
1,1897,Sheffield Wednesday,Liverpool,04-Feb
1,1897,Stoke City,Liverpool,02-Feb
1,1897,Sunderland,Liverpool,1-0
1,1897,West Bromwich Albion,Liverpool,02-Jan
1,1897,Wolverhampton Wanderers,Liverpool,02-Jan
1,1897,Aston Villa,Nottingham Forest,2-0
1,1897,Blackburn Rovers,Nottingham Forest,01-Jan
1,1897,Bolton Wanderers,Nottingham Forest,2-0
1,1897,Bury,Nottingham Forest,02-Feb
1,1897,Derby County,Nottingham Forest,5-0
1,1897,Everton,Nottingham Forest,2-0
1,1897,Liverpool,Nottingham Forest,01-Feb
1,1897,Notts County,Nottingham Forest,01-Mar
1,1897,Preston North End,Nottingham Forest,3-0
1,1897,Sheffield United,Nottingham Forest,01-Jan
1,1897,Sheffield Wednesday,Nottingham Forest,03-Jun
1,1897,Stoke City,Nottingham Forest,01-Feb
1,1897,Sunderland,Nottingham Forest,4-0
1,1897,West Bromwich Albion,Nottingham Forest,2-0
1,1897,Wolverhampton Wanderers,Nottingham Forest,0-0
1,1897,Aston Villa,Notts County,04-Feb
1,1897,Blackburn Rovers,Notts County,0-1
1,1897,Bolton Wanderers,Notts County,1-0
1,1897,Bury,Notts County,0-0
1,1897,Derby County,Notts County,01-Feb
1,1897,Everton,Notts County,1-0
1,1897,Liverpool,Notts County,2-0
1,1897,Nottingham Forest,Notts County,01-Jan
1,1897,Preston North End,Notts County,03-Jan
1,1897,Sheffield United,Notts County,0-1
1,1897,Sheffield Wednesday,Notts County,03-Jan
1,1897,Stoke City,Notts County,2-0
1,1897,Sunderland,Notts County,2-0
1,1897,West Bromwich Albion,Notts County,0-3
1,1897,Wolverhampton Wanderers,Notts County,03-Jan
1,1897,Aston Villa,Preston North End,4-0
1,1897,Blackburn Rovers,Preston North End,1-0
1,1897,Bolton Wanderers,Preston North End,1-0
1,1897,Bury,Preston North End,1-0
1,1897,Derby County,Preston North End,03-Jan
1,1897,Everton,Preston North End,01-Jan
1,1897,Liverpool,Preston North End,0-0
1,1897,Nottingham Forest,Preston North End,04-Jan
1,1897,Notts County,Preston North End,01-Jan
1,1897,Sheffield United,Preston North End,02-Jan
1,1897,Sheffield Wednesday,Preston North End,02-Jan
1,1897,Stoke City,Preston North End,01-Feb
1,1897,Sunderland,Preston North End,1-0
1,1897,West Bromwich Albion,Preston North End,03-Jan
1,1897,Wolverhampton Wanderers,Preston North End,3-0
1,1897,Aston Villa,Sheffield United,01-Feb
1,1897,Blackburn Rovers,Sheffield United,01-Jan
1,1897,Bolton Wanderers,Sheffield United,0-1
1,1897,Bury,Sheffield United,02-May
1,1897,Derby County,Sheffield United,01-Jan
1,1897,Everton,Sheffield United,01-Apr
1,1897,Liverpool,Sheffield United,0-4
1,1897,Nottingham Forest,Sheffield United,01-Jan
1,1897,Notts County,Sheffield United,01-Mar
1,1897,Preston North End,Sheffield United,01-Mar
1,1897,Sheffield Wednesday,Sheffield United,0-1
1,1897,Stoke City,Sheffield United,02-Jan
1,1897,Sunderland,Sheffield United,03-Jan
1,1897,West Bromwich Albion,Sheffield United,2-0
1,1897,Wolverhampton Wanderers,Sheffield United,01-Jan
1,1897,Aston Villa,Sheffield Wednesday,05-Feb
1,1897,Blackburn Rovers,Sheffield Wednesday,01-Jan
1,1897,Bolton Wanderers,Sheffield Wednesday,0-3
1,1897,Bury,Sheffield Wednesday,3-0
1,1897,Derby County,Sheffield Wednesday,01-Feb
1,1897,Everton,Sheffield Wednesday,1-0
1,1897,Liverpool,Sheffield Wednesday,4-0
1,1897,Nottingham Forest,Sheffield Wednesday,1-0
1,1897,Notts County,Sheffield Wednesday,0-0
1,1897,Preston North End,Sheffield Wednesday,2-0
1,1897,Sheffield United,Sheffield Wednesday,01-Jan
1,1897,Stoke City,Sheffield Wednesday,02-Jan
1,1897,Sunderland,Sheffield Wednesday,1-0
1,1897,West Bromwich Albion,Sheffield Wednesday,0-2
1,1897,Wolverhampton Wanderers,Sheffield Wednesday,5-0
1,1897,Aston Villa,Stoke City,01-Jan
1,1897,Blackburn Rovers,Stoke City,01-Jan
1,1897,Bolton Wanderers,Stoke City,02-Jan
1,1897,Bury,Stoke City,03-Mar
1,1897,Derby County,Stoke City,04-Jan
1,1897,Everton,Stoke City,01-Jan
1,1897,Liverpool,Stoke City,4-0
1,1897,Nottingham Forest,Stoke City,03-Jan
1,1897,Notts County,Stoke City,4-0
1,1897,Preston North End,Stoke City,0-0
1,1897,Sheffield United,Stoke City,04-Mar
1,1897,Sheffield Wednesday,Stoke City,4-0
1,1897,Sunderland,Stoke City,4-0
1,1897,West Bromwich Albion,Stoke City,2-0
1,1897,Wolverhampton Wanderers,Stoke City,04-Feb
1,1897,Aston Villa,Sunderland,04-Mar
1,1897,Blackburn Rovers,Sunderland,02-Jan
1,1897,Bolton Wanderers,Sunderland,1-0
1,1897,Bury,Sunderland,1-0
1,1897,Derby County,Sunderland,02-Feb
1,1897,Everton,Sunderland,2-0
1,1897,Liverpool,Sunderland,0-2
1,1897,Nottingham Forest,Sunderland,01-Jan
1,1897,Notts County,Sunderland,0-1
1,1897,Preston North End,Sunderland,2-0
1,1897,Sheffield United,Sunderland,1-0
1,1897,Sheffield Wednesday,Sunderland,0-1
1,1897,Stoke City,Sunderland,0-1
1,1897,West Bromwich Albion,Sunderland,02-Feb
1,1897,Wolverhampton Wanderers,Sunderland,04-Feb
1,1897,Aston Villa,West Bromwich Albion,04-Mar
1,1897,Blackburn Rovers,West Bromwich Albion,01-Mar
1,1897,Bolton Wanderers,West Bromwich Albion,2-0
1,1897,Bury,West Bromwich Albion,03-Feb
1,1897,Derby County,West Bromwich Albion,03-Feb
1,1897,Everton,West Bromwich Albion,06-Jan
1,1897,Liverpool,West Bromwich Albion,01-Jan
1,1897,Nottingham Forest,West Bromwich Albion,0-1
1,1897,Notts County,West Bromwich Albion,02-Feb
1,1897,Preston North End,West Bromwich Albion,01-Jan
1,1897,Sheffield United,West Bromwich Albion,2-0
1,1897,Sheffield Wednesday,West Bromwich Albion,3-0
1,1897,Stoke City,West Bromwich Albion,0-0
1,1897,Sunderland,West Bromwich Albion,0-2
1,1897,Wolverhampton Wanderers,West Bromwich Albion,01-Jan
1,1897,Aston Villa,Wolverhampton Wanderers,01-Feb
1,1897,Blackburn Rovers,Wolverhampton Wanderers,02-Mar
1,1897,Bolton Wanderers,Wolverhampton Wanderers,02-Jan
1,1897,Bury,Wolverhampton Wanderers,02-Jan
1,1897,Derby County,Wolverhampton Wanderers,03-Feb
1,1897,Everton,Wolverhampton Wanderers,3-0
1,1897,Liverpool,Wolverhampton Wanderers,1-0
1,1897,Nottingham Forest,Wolverhampton Wanderers,01-Jan
1,1897,Notts County,Wolverhampton Wanderers,02-Feb
1,1897,Preston North End,Wolverhampton Wanderers,01-Feb
1,1897,Sheffield United,Wolverhampton Wanderers,02-Jan
1,1897,Sheffield Wednesday,Wolverhampton Wanderers,2-0
1,1897,Stoke City,Wolverhampton Wanderers,0-2
1,1897,Sunderland,Wolverhampton Wanderers,03-Feb
1,1897,West Bromwich Albion,Wolverhampton Wanderers,02-Feb
2,1897,Birmingham City,Arsenal,02-Jan
2,1897,Blackpool,Arsenal,03-Mar
2,1897,Burnley,Arsenal,5-0
2,1897,Burton Swifts,Arsenal,01-Feb
2,1897,Darwen,Arsenal,01-Apr
2,1897,Gainsborough Trinity,Arsenal,1-0
2,1897,Grimsby Town,Arsenal,01-Apr
2,1897,Leicester City,Arsenal,02-Jan
2,1897,Lincoln City,Arsenal,02-Mar
2,1897,Loughborough,Arsenal,01-Mar
2,1897,Luton Town,Arsenal,0-2
2,1897,Manchester City,Arsenal,04-Jan
2,1897,Manchester United,Arsenal,05-Jan
2,1897,Newcastle United,Arsenal,04-Jan
2,1897,Walsall,Arsenal,03-Feb
2,1897,Arsenal,Birmingham City,04-Feb
2,1897,Blackpool,Birmingham City,04-Jan
2,1897,Burnley,Birmingham City,04-Jan
2,1897,Burton Swifts,Birmingham City,01-Mar
2,1897,Darwen,Birmingham City,01-Jan
2,1897,Gainsborough Trinity,Birmingham City,0-0
2,1897,Grimsby Town,Birmingham City,03-Jan
2,1897,Leicester City,Birmingham City,2-0
2,1897,Lincoln City,Birmingham City,01-Feb
2,1897,Loughborough,Birmingham City,0-2
2,1897,Luton Town,Birmingham City,01-Feb
2,1897,Manchester City,Birmingham City,03-Mar
2,1897,Manchester United,Birmingham City,03-Jan
2,1897,Newcastle United,Birmingham City,4-0
2,1897,Walsall,Birmingham City,01-Feb
2,1897,Arsenal,Blackpool,02-Jan
2,1897,Birmingham City,Blackpool,02-Mar
2,1897,Burnley,Blackpool,05-Jan
2,1897,Burton Swifts,Blackpool,02-Jan
2,1897,Darwen,Blackpool,03-Jan
2,1897,Gainsborough Trinity,Blackpool,04-Jan
2,1897,Grimsby Town,Blackpool,3-0
2,1897,Leicester City,Blackpool,04-Jan
2,1897,Lincoln City,Blackpool,03-Feb
2,1897,Loughborough,Blackpool,0-2
2,1897,Luton Town,Blackpool,03-Jan
2,1897,Manchester City,Blackpool,03-Mar
2,1897,Manchester United,Blackpool,4-0
2,1897,Newcastle United,Blackpool,2-0
2,1897,Walsall,Blackpool,6-0
2,1897,Arsenal,Burnley,01-Jan
2,1897,Birmingham City,Burnley,02-Feb
2,1897,Blackpool,Burnley,01-Jan
2,1897,Burton Swifts,Burnley,0-2
2,1897,Darwen,Burnley,0-1
2,1897,Gainsborough Trinity,Burnley,0-0
2,1897,Grimsby Town,Burnley,02-Jan
2,1897,Leicester City,Burnley,0-1
2,1897,Lincoln City,Burnley,01-Jan
2,1897,Loughborough,Burnley,0-2
2,1897,Luton Town,Burnley,2-0
2,1897,Manchester City,Burnley,01-Jan
2,1897,Manchester United,Burnley,0-0
2,1897,Newcastle United,Burnley,0-1
2,1897,Walsall,Burnley,01-Feb
2,1897,Arsenal,Burton Swifts,3-0
2,1897,Birmingham City,Burton Swifts,02-Jan
2,1897,Blackpool,Burton Swifts,02-Jan
2,1897,Burnley,Burton Swifts,2-0
2,1897,Darwen,Burton Swifts,01-Feb
2,1897,Gainsborough Trinity,Burton Swifts,03-Feb
2,1897,Grimsby Town,Burton Swifts,07-Feb
2,1897,Leicester City,Burton Swifts,01-Jan
2,1897,Lincoln City,Burton Swifts,3-0
2,1897,Loughborough,Burton Swifts,03-Feb
2,1897,Luton Town,Burton Swifts,01-Jan
2,1897,Manchester City,Burton Swifts,9-0
2,1897,Manchester United,Burton Swifts,4-0
2,1897,Newcastle United,Burton Swifts,03-Jan
2,1897,Walsall,Burton Swifts,4-0
2,1897,Arsenal,Darwen,03-Jan
2,1897,Birmingham City,Darwen,05-Jan
2,1897,Blackpool,Darwen,1-0
2,1897,Burnley,Darwen,06-Jan
2,1897,Burton Swifts,Darwen,2-0
2,1897,Gainsborough Trinity,Darwen,03-Jan
2,1897,Grimsby Town,Darwen,5-0
2,1897,Leicester City,Darwen,0-1
2,1897,Lincoln City,Darwen,02-Feb
2,1897,Loughborough,Darwen,0-1
2,1897,Luton Town,Darwen,3-0
2,1897,Manchester City,Darwen,5-0
2,1897,Manchester United,Darwen,03-Feb
2,1897,Newcastle United,Darwen,1-0
2,1897,Walsall,Darwen,5-0
2,1897,Arsenal,Gainsborough Trinity,4-0
2,1897,Birmingham City,Gainsborough Trinity,04-Mar
2,1897,Blackpool,Gainsborough Trinity,5-0
2,1897,Burnley,Gainsborough Trinity,01-Jan
2,1897,Burton Swifts,Gainsborough Trinity,01-Jan
2,1897,Darwen,Gainsborough Trinity,02-Apr
2,1897,Grimsby Town,Gainsborough Trinity,04-Feb
2,1897,Leicester City,Gainsborough Trinity,03-Jan
2,1897,Lincoln City,Gainsborough Trinity,02-Jan
2,1897,Loughborough,Gainsborough Trinity,0-5
2,1897,Luton Town,Gainsborough Trinity,4-0
2,1897,Manchester City,Gainsborough Trinity,3-0
2,1897,Manchester United,Gainsborough Trinity,1-0
2,1897,Newcastle United,Gainsborough Trinity,05-Feb
2,1897,Walsall,Gainsborough Trinity,3-0
2,1897,Arsenal,Grimsby Town,04-Jan
2,1897,Birmingham City,Grimsby Town,0-2
2,1897,Blackpool,Grimsby Town,01-Jan
2,1897,Burnley,Grimsby Town,6-0
2,1897,Burton Swifts,Grimsby Town,4-0
2,1897,Darwen,Grimsby Town,1-0
2,1897,Gainsborough Trinity,Grimsby Town,2-0
2,1897,Leicester City,Grimsby Town,1-0
2,1897,Lincoln City,Grimsby Town,01-Jan
2,1897,Loughborough,Grimsby Town,02-Jan
2,1897,Luton Town,Grimsby Town,6-0
2,1897,Manchester City,Grimsby Town,3-0
2,1897,Manchester United,Grimsby Town,02-Jan
2,1897,Newcastle United,Grimsby Town,4-0
2,1897,Walsall,Grimsby Town,01-Jan
2,1897,Arsenal,Leicester City,0-3
2,1897,Birmingham City,Leicester City,02-Jan
2,1897,Blackpool,Leicester City,02-Jan
2,1897,Burnley,Leicester City,4-0
2,1897,Burton Swifts,Leicester City,02-Mar
2,1897,Darwen,Leicester City,01-Feb
2,1897,Gainsborough Trinity,Leicester City,1-0
2,1897,Grimsby Town,Leicester City,0-0
2,1897,Lincoln City,Leicester City,01-Apr
2,1897,Loughborough,Leicester City,01-Jan
2,1897,Luton Town,Leicester City,0-1
2,1897,Manchester City,Leicester City,02-Jan
2,1897,Manchester United,Leicester City,2-0
2,1897,Newcastle United,Leicester City,04-Feb
2,1897,Walsall,Leicester City,02-Jan
2,1897,Arsenal,Lincoln City,02-Feb
2,1897,Birmingham City,Lincoln City,4-0
2,1897,Blackpool,Lincoln City,5-0
2,1897,Burnley,Lincoln City,02-Jan
2,1897,Burton Swifts,Lincoln City,01-Jan
2,1897,Darwen,Lincoln City,03-Feb
2,1897,Gainsborough Trinity,Lincoln City,4-0
2,1897,Grimsby Town,Lincoln City,04-Feb
2,1897,Leicester City,Lincoln City,03-Jan
2,1897,Loughborough,Lincoln City,04-Feb
2,1897,Luton Town,Lincoln City,09-Mar
2,1897,Manchester City,Lincoln City,03-Jan
2,1897,Manchester United,Lincoln City,5-0
2,1897,Newcastle United,Lincoln City,3-0
2,1897,Walsall,Lincoln City,03-Jan
2,1897,Arsenal,Loughborough,4-0
2,1897,Birmingham City,Loughborough,1-0
2,1897,Blackpool,Loughborough,4-0
2,1897,Burnley,Loughborough,09-Mar
2,1897,Burton Swifts,Loughborough,3-0
2,1897,Darwen,Loughborough,02-Jan
2,1897,Gainsborough Trinity,Loughborough,4-0
2,1897,Grimsby Town,Loughborough,7-0
2,1897,Leicester City,Loughborough,4-0
2,1897,Lincoln City,Loughborough,02-Mar
2,1897,Luton Town,Loughborough,7-0
2,1897,Manchester City,Loughborough,3-0
2,1897,Manchester United,Loughborough,05-Jan
2,1897,Newcastle United,Loughborough,03-Jan
2,1897,Walsall,Loughborough,3-0
2,1897,Arsenal,Luton Town,3-0
2,1897,Birmingham City,Luton Town,04-Feb
2,1897,Blackpool,Luton Town,1-0
2,1897,Burnley,Luton Town,4-0
2,1897,Burton Swifts,Luton Town,02-Jan
2,1897,Darwen,Luton Town,0-2
2,1897,Gainsborough Trinity,Luton Town,03-Mar
2,1897,Grimsby Town,Luton Town,01-Mar
2,1897,Leicester City,Luton Town,01-Jan
2,1897,Lincoln City,Luton Town,04-Feb
2,1897,Loughborough,Luton Town,2-0
2,1897,Manchester City,Luton Town,02-Jan
2,1897,Manchester United,Luton Town,01-Feb
2,1897,Newcastle United,Luton Town,04-Jan
2,1897,Walsall,Luton Town,5-0
2,1897,Arsenal,Manchester City,02-Feb
2,1897,Birmingham City,Manchester City,0-1
2,1897,Blackpool,Manchester City,0-2
2,1897,Burnley,Manchester City,03-Jan
2,1897,Burton Swifts,Manchester City,0-0
2,1897,Darwen,Manchester City,02-Apr
2,1897,Gainsborough Trinity,Manchester City,1-0
2,1897,Grimsby Town,Manchester City,03-Apr
2,1897,Leicester City,Manchester City,0-0
2,1897,Lincoln City,Manchester City,02-Jan
2,1897,Loughborough,Manchester City,0-3
2,1897,Luton Town,Manchester City,3-0
2,1897,Manchester United,Manchester City,01-Jan
2,1897,Newcastle United,Manchester City,2-0
2,1897,Walsall,Manchester City,02-Feb
2,1897,Arsenal,Manchester United,05-Jan
2,1897,Birmingham City,Manchester United,02-Jan
2,1897,Blackpool,Manchester United,0-1
2,1897,Burnley,Manchester United,06-Mar
2,1897,Burton Swifts,Manchester United,0-4
2,1897,Darwen,Manchester United,02-Mar
2,1897,Gainsborough Trinity,Manchester United,02-Jan
2,1897,Grimsby Town,Manchester United,01-Mar
2,1897,Leicester City,Manchester United,01-Jan
2,1897,Lincoln City,Manchester United,1-0
2,1897,Loughborough,Manchester United,0-0
2,1897,Luton Town,Manchester United,02-Feb
2,1897,Manchester City,Manchester United,0-1
2,1897,Newcastle United,Manchester United,2-0
2,1897,Walsall,Manchester United,01-Jan
2,1897,Arsenal,Newcastle United,0-0
2,1897,Birmingham City,Newcastle United,1-0
2,1897,Blackpool,Newcastle United,02-Mar
2,1897,Burnley,Newcastle United,3-0
2,1897,Burton Swifts,Newcastle United,03-Jan
2,1897,Darwen,Newcastle United,01-Mar
2,1897,Gainsborough Trinity,Newcastle United,01-Mar
2,1897,Grimsby Town,Newcastle United,2-0
2,1897,Leicester City,Newcastle United,01-Jan
2,1897,Lincoln City,Newcastle United,02-Mar
2,1897,Loughborough,Newcastle United,0-1
2,1897,Luton Town,Newcastle United,03-Jan
2,1897,Manchester City,Newcastle United,01-Jan
2,1897,Manchester United,Newcastle United,0-1
2,1897,Walsall,Newcastle United,02-Mar
2,1897,Arsenal,Walsall,4-0
2,1897,Birmingham City,Walsall,6-0
2,1897,Blackpool,Walsall,01-Jan
2,1897,Burnley,Walsall,04-Jan
2,1897,Burton Swifts,Walsall,03-Feb
2,1897,Darwen,Walsall,01-Feb
2,1897,Gainsborough Trinity,Walsall,01-Jan
2,1897,Grimsby Town,Walsall,01-Feb
2,1897,Leicester City,Walsall,03-Jan
2,1897,Lincoln City,Walsall,0-2
2,1897,Loughborough,Walsall,02-Jan
2,1897,Luton Town,Walsall,6-0
2,1897,Manchester City,Walsall,03-Feb
2,1897,Manchester United,Walsall,6-0
2,1897,Newcastle United,Walsall,02-Jan
1,1898,Blackburn Rovers,Aston Villa,0-0
1,1898,Bolton Wanderers,Aston Villa,0-0
1,1898,Burnley,Aston Villa,02-Apr
1,1898,Bury,Aston Villa,02-Jan
1,1898,Derby County,Aston Villa,01-Jan
1,1898,Everton,Aston Villa,01-Jan
1,1898,Liverpool,Aston Villa,0-3
1,1898,Newcastle United,Aston Villa,01-Jan
1,1898,Nottingham Forest,Aston Villa,1-0
1,1898,Notts County,Aston Villa,1-0
1,1898,Preston North End,Aston Villa,2-0
1,1898,Sheffield United,Aston Villa,01-Mar
1,1898,Sheffield Wednesday,Aston Villa,04-Jan
1,1898,Stoke City,Aston Villa,3-0
1,1898,Sunderland,Aston Villa,04-Feb
1,1898,West Bromwich Albion,Aston Villa,0-1
1,1898,Wolverhampton Wanderers,Aston Villa,4-0
1,1898,Aston Villa,Blackburn Rovers,03-Jan
1,1898,Bolton Wanderers,Blackburn Rovers,0-2
1,1898,Burnley,Blackburn Rovers,2-0
1,1898,Bury,Blackburn Rovers,03-Feb
1,1898,Derby County,Blackburn Rovers,0-0
1,1898,Everton,Blackburn Rovers,02-Jan
1,1898,Liverpool,Blackburn Rovers,2-0
1,1898,Newcastle United,Blackburn Rovers,1-0
1,1898,Nottingham Forest,Blackburn Rovers,0-1
1,1898,Notts County,Blackburn Rovers,05-Mar
1,1898,Preston North End,Blackburn Rovers,01-Jan
1,1898,Sheffield United,Blackburn Rovers,01-Jan
1,1898,Sheffield Wednesday,Blackburn Rovers,01-Feb
1,1898,Stoke City,Blackburn Rovers,0-1
1,1898,Sunderland,Blackburn Rovers,0-1
1,1898,West Bromwich Albion,Blackburn Rovers,06-Feb
1,1898,Wolverhampton Wanderers,Blackburn Rovers,02-Jan
1,1898,Aston Villa,Bolton Wanderers,02-Jan
1,1898,Blackburn Rovers,Bolton Wanderers,04-Jan
1,1898,Burnley,Bolton Wanderers,2-0
1,1898,Bury,Bolton Wanderers,03-Jan
1,1898,Derby County,Bolton Wanderers,01-Jan
1,1898,Everton,Bolton Wanderers,1-0
1,1898,Liverpool,Bolton Wanderers,2-0
1,1898,Newcastle United,Bolton Wanderers,04-Jan
1,1898,Nottingham Forest,Bolton Wanderers,01-Feb
1,1898,Notts County,Bolton Wanderers,02-Jan
1,1898,Preston North End,Bolton Wanderers,0-1
1,1898,Sheffield United,Bolton Wanderers,03-Jan
1,1898,Sheffield Wednesday,Bolton Wanderers,1-0
1,1898,Stoke City,Bolton Wanderers,02-Mar
1,1898,Sunderland,Bolton Wanderers,0-0
1,1898,West Bromwich Albion,Bolton Wanderers,1-0
1,1898,Wolverhampton Wanderers,Bolton Wanderers,1-0
1,1898,Aston Villa,Burnley,4-0
1,1898,Blackburn Rovers,Burnley,0-2
1,1898,Bolton Wanderers,Burnley,2-0
1,1898,Bury,Burnley,01-Jan
1,1898,Derby County,Burnley,02-Jan
1,1898,Everton,Burnley,4-0
1,1898,Liverpool,Burnley,2-0
1,1898,Newcastle United,Burnley,04-Jan
1,1898,Nottingham Forest,Burnley,0-1
1,1898,Notts County,Burnley,02-Feb
1,1898,Preston North End,Burnley,01-Jan
1,1898,Sheffield United,Burnley,01-Jan
1,1898,Sheffield Wednesday,Burnley,1-0
1,1898,Stoke City,Burnley,04-Jan
1,1898,Sunderland,Burnley,0-1
1,1898,West Bromwich Albion,Burnley,0-1
1,1898,Wolverhampton Wanderers,Burnley,4-0
1,1898,Aston Villa,Bury,03-Feb
1,1898,Blackburn Rovers,Bury,0-0
1,1898,Bolton Wanderers,Bury,0-1
1,1898,Burnley,Bury,02-Jan
1,1898,Derby County,Bury,01-Feb
1,1898,Everton,Bury,0-1
1,1898,Liverpool,Bury,1-0
1,1898,Newcastle United,Bury,2-0
1,1898,Nottingham Forest,Bury,01-Feb
1,1898,Notts County,Bury,04-Jan
1,1898,Preston North End,Bury,03-Jan
1,1898,Sheffield United,Bury,04-Jan
1,1898,Sheffield Wednesday,Bury,03-Feb
1,1898,Stoke City,Bury,01-Jan
1,1898,Sunderland,Bury,3-0
1,1898,West Bromwich Albion,Bury,2-0
1,1898,Wolverhampton Wanderers,Bury,01-Feb
1,1898,Aston Villa,Derby County,07-Jan
1,1898,Blackburn Rovers,Derby County,3-0
1,1898,Bolton Wanderers,Derby County,02-Jan
1,1898,Burnley,Derby County,02-Jan
1,1898,Bury,Derby County,0-0
1,1898,Everton,Derby County,01-Feb
1,1898,Liverpool,Derby County,4-0
1,1898,Newcastle United,Derby County,2-0
1,1898,Nottingham Forest,Derby County,03-Mar
1,1898,Notts County,Derby County,02-Feb
1,1898,Preston North End,Derby County,03-Jan
1,1898,Sheffield United,Derby County,02-Jan
1,1898,Sheffield Wednesday,Derby County,03-Jan
1,1898,Stoke City,Derby County,0-0
1,1898,Sunderland,Derby County,1-0
1,1898,West Bromwich Albion,Derby County,01-Jan
1,1898,Wolverhampton Wanderers,Derby County,02-Feb
1,1898,Aston Villa,Everton,3-0
1,1898,Blackburn Rovers,Everton,01-Mar
1,1898,Bolton Wanderers,Everton,02-Apr
